-0.023827 -0.0577854 -0.00146554
-0.0239291 -0.0566835 0.00734947
-0.0261502 -0.055943 0.00267916
-0.0253244 -0.0569261 0.00185971
-0.032064 -0.0548084 0.000811411
-0.0320085 -0.0548095 0.000818738
-0.0333691 -0.0536062 -0.000251263
-0.0333931 -0.0536573 -0.00204029
-0.0341871 -0.0529766 -0.00300168
-0.0330145 -0.054 -0.00155537
-0.0376407 -0.0501871 0.00171027
-0.0371392 -0.0507486 -0.0027059
-0.036816 -0.050972 0.000415812
-0.0437868 -0.0444196 0.00722409
-0.00550191 0.0292187 -0.000102112
-0.00597143 0.0291821 -0.00522048
-0.00652303 0.0296375 -0.000196382
-0.0063094 0.0297783 -0.0016852
-0.00849058 0.028096 -0.000104803
-0.0105738 0.0261027 0.00133253
-0.0100864 0.0300086 -0.00859331
-0.0123128 0.0268325 -0.00318988
-0.0173889 0.0227728 0.00104223
-0.0177457 0.0241428 0.00111708
-0.0177339 0.0246164 -0.00536095
-0.0179962 0.0220359 -0.00303301
-0.00305715 -0.0605037 0.00153424
-0.00357509 -0.0606445 -0.00228997
-0.00320504 -0.0604214 -0.00205928
-0.0029826 -0.060157 -0.00155245
-0.00918062 -0.0613581 0.00137564
-0.00970033 -0.0581453 0.00878752
-0.00894152 -0.0596157 0.00740222
-0.00994357 -0.0610036 -0.00228538
-0.011299 -0.0611727 -0.000901869
-0.01108 -0.0605771 -0.00402358
-0.018782 -0.059447 -0.00312242
-0.0184983 -0.0594525 0.000882425
-0.0178309 -0.0591228 0.00728531
-0.0391827 -0.0488836 0.00413752
-0.03419 -0.0531363 4.77411e-05
-0.0335417 -0.0532105 0.00348612
-0.0264696 -0.0567796 0.000944549
-0.0237068 -0.0572575 0.00369743
-0.0202675 -0.0588024 0.00166257
-0.0233909 -0.0579409 -0.00117007
-0.0181705 -0.0590255 0.00468565
-0.0087413 -0.0603321 0.00481531
-0.00916329 -0.0609122 0.00102333
-0.0385165 -0.0497824 -0.00313545
-0.0328791 -0.053914 -0.00289075
-0.0374413 -0.0511908 -0.000914357
-0.0324285 -0.0536796 -0.0043864
-0.0256547 -0.0565485 -0.00460715
-0.0170009 -0.059562 -0.00485448
-0.016555 -0.0601814 -0.00305432
-0.00879441 -0.0612131 -0.00311283
-0.0169683 -0.0602947 0.000545094
-0.00723614 -0.0605206 -0.00404859
-0.00742739 -0.0607636 0.000282877
-0.00312873 -0.0601932 -0.000650664
0.00533497 -0.0607371 -0.0033443
-0.00251463 -0.0603307 0.000882034
0.00516192 -0.0610455 -0.00282248
0.00847775 -0.0612128 -0.00182095
0.00869467 -0.0612647 -0.00192821
0.0151944 -0.0600041 -0.000114856
0.0145627 -0.0599094 -0.00327473
0.018114 -0.0585481 -0.00339898
0.0215111 -0.0570575 -0.00162528
0.0219306 -0.0566037 0.00183447
0.0196805 -0.0511366 0.00980609
0.0201408 -0.0547669 0.00698375
0.0155257 -0.0591919 0.00147952
0.0159214 -0.0591578 0.0018801
0.0137542 -0.060162 -0.000128889
0.00606076 -0.0605747 0.0014895
0.00682747 -0.0607897 6.6367e-05
0.00605985 -0.0602696 0.0018689
-0.00300952 -0.0580024 0.00778129
0.01021 0.0259972 0.00137056
0.00987879 0.026228 -0.00293322
0.010068 0.0266133 -0.000354853
0.00978513 0.0267641 -0.00193567
0.0100192 0.0269445 -0.00113253
0.0063268 0.0276326 -0.00451323
0.00703842 0.0287724 -0.00650241
0.00723049 0.0300506 -0.0087448
0.0068581 0.0280847 -0.004843
0.00579143 0.0283691 -0.00375815
0.00285119 0.0292452 -0.00423954
-0.00249533 0.0295738 -2.70468e-05
-0.00246709 0.0295466 -0.00302961
0.0284101 -0.0532909 0.0014678
0.0284927 -0.0534043 0.00123495
0.0269656 -0.0539708 -0.00155372
0.0206521 -0.0577232 -0.0016827
0.0207669 -0.0576882 -0.00129779
0.0150102 -0.0600971 -0.00163887
0.0157943 -0.0598864 0.00131418
0.0158277 -0.059688 -0.00194656
0.0136451 -0.0602181 -0.00224809
0.00609424 -0.0609298 -0.00160828
0.00691725 -0.0607431 -0.00326832
0.0474961 -0.0379937 0.00117642
0.0456426 -0.0397012 0.00740008
0.0421692 -0.0453426 0.000424019
0.0417371 -0.0451046 -0.00220462
0.0420667 -0.0450374 0.00130632
0.036642 -0.0486159 0.00740128
0.034596 -0.050262 0.0013715
0.0348269 -0.0502553 0.00123652
0.0339275 -0.0507224 -0.00134102
0.0273534 -0.0537719 -0.000801468
0.0258667 -0.0512289 0.00857389
0.0233328 0.0163677 -0.00289259
0.0207345 0.0210426 -0.00133543
0.0217406 0.0217384 -0.00535511
0.0164188 0.0229391 -0.00085542
0.016695 0.0232649 -0.0038092
0.0167471 0.0242081 -0.00615169
0.0133025 0.0248202 -0.00577931
0.012726 0.0240601 0.00366941
0.011392 0.0232189 0.00106314
0.011315 0.023342 0.000889263
