-0.0237543 -0.0576322 -0.00242856
-0.0237123 -0.0577829 -0.00128799
-0.0239291 -0.0566835 0.00734947
-0.0254426 -0.0571692 0.00153596
-0.0320366 -0.0548141 0.000815088
-0.0320085 -0.0548095 0.000818738
-0.0331348 -0.053539 -0.00276854
-0.0329972 -0.053996 -0.00155553
-0.0343141 -0.0530764 -0.00220102
-0.0332948 -0.0536545 -0.000251626
-0.0342864 -0.0531667 -0.00109275
-0.0373745 -0.0508018 -0.00152986
-0.0377606 -0.050122 0.00166148
-0.0445611 -0.0446756 0.00208242
-0.00815951 0.0279129 -0.00185181
-0.00935685 0.0272919 -0.00283496
-0.0112963 0.0284545 0.0035229
-0.0137622 0.0279802 0.00512019
0.0112216 -0.0271079 -0.00903188
-0.0170271 0.023428 -0.000901527
0.0158527 -0.0322556 -0.00533919
-0.0176198 0.0246493 0.00177563
-0.0179962 0.0220359 -0.00303301
0.0199366 -0.0295688 -0.010026
-0.00289336 -0.0605333 -0.00147595
-0.00355799 -0.0605766 0.000512504
-0.00328656 -0.0608035 -0.00329261
-0.00264974 -0.0603204 -0.00161078
-0.00301455 -0.060453 -0.00155856
-0.00911848 -0.0615855 0.00118081
-0.00999329 -0.0611364 -0.000771808
-0.0166723 -0.0600193 -0.00273407
-0.0188601 -0.0596709 -0.00197235
-0.0184042 -0.0590965 -0.00416229
-0.0187222 -0.0596612 0.00159252
-0.0439082 -0.0454037 0.00205061
-0.0388921 -0.0491001 0.00362522
-0.0377257 -0.0502537 0.000574734
-0.0257437 -0.0568701 0.000905367
-0.0228526 -0.0581483 0.000447
-0.0177753 -0.059593 0.00351814
-0.0166871 -0.0602485 1.43937e-05
-0.0105473 -0.0599955 0.00598571
-0.00823034 -0.0611706 3.05888e-05
-0.00773711 -0.0608731 -0.000914461
-0.0346401 -0.0523869 -0.00300506
-0.0385165 -0.0497824 -0.00313545
-0.0347563 -0.052876 -0.000517204
-0.0328791 -0.053914 -0.00289075
-0.0266601 -0.0562148 -0.00532857
-0.0233076 -0.0580614 -0.000245788
-0.0174611 -0.0601146 -0.00212855
-0.0102792 -0.0614548 -0.00109687
-0.0107531 -0.0616842 0.00620145
-0.00513658 -0.0609858 -0.00304707
-0.00339113 -0.0605352 -0.00291828
0.00288904 0.0292218 -0.00534456
0.00167564 0.0302395 0.00349396
-0.00149552 0.0287724 0.000403797
-0.00283036 0.0300781 -0.00682788
-0.00290563 0.0299377 -0.00136539
-0.00246709 0.0295466 -0.00302961
-0.00349462 0.0271892 0.00417102
-0.00496627 0.0281578 -0.00288004
-0.0056227 0.0297001 -0.00187818
-0.00648929 0.029768 -0.00130116
-0.00632088 0.0297077 0.00153171
0.0222722 -0.0570417 0.00130316
0.0221693 -0.0567914 0.00153429
0.0210739 -0.0571737 -0.00157535
0.0157445 -0.059913 0.00131244
0.0160032 -0.0595323 0.00148651
0.0158088 -0.0597322 -0.000915322
0.0137695 -0.0602136 -0.00229162
0.0134098 -0.0588655 0.00827395
0.00704102 -0.0612757 -0.00132105
0.00597439 -0.0605006 0.00740597
0.00579927 -0.0602359 0.00192859
-0.0029772 -0.0606097 0.00155586
-0.00290633 -0.0598332 0.00365282
-0.0030947 -0.0600432 0.00210489
0.0085225 -0.0611999 -0.000507442
0.0143108 -0.058939 0.00534498
0.00867745 -0.0611872 -0.000153374
0.0141329 -0.0598495 0.00139749
0.0230393 -0.0557988 0.000851726
0.0206687 -0.0568782 0.00446448
0.0272288 -0.0538033 -0.000266522
0.0210716 -0.0571349 0.00106637
0.0129179 0.0237139 -0.00013183
-0.0162196 -0.0255065 -0.0148097
0.0124478 0.0243881 -0.000633459
0.00963808 0.0228536 0.00474084
0.0100988 0.0264278 -0.00348458
0.0100741 0.0272135 -0.00585741
0.00966504 0.0251297 0.00156983
0.00647764 0.0273611 -0.00360321
0.0067503 0.0277076 -0.00376513
0.00676481 0.0277316 -0.00187182
0.00594678 -0.0606931 -0.00441002
0.0055104 -0.0607407 0.00324243
0.00675681 -0.0610622 -0.00407772
0.0153655 -0.0598556 -0.00126156
0.0146117 -0.0594682 -0.00466695
0.0174179 -0.0589124 -0.00343061
0.0228055 -0.0563949 -0.00262789
0.0231851 -0.0561164 -0.00198817
0.0257996 -0.0539177 -0.00454223
0.0307257 -0.0521423 0.00309669
0.0358056 -0.0495321 0.0024082
0.041921 -0.0450868 -0.00125851
0.0418975 -0.0449652 0.00150096
0.0416735 -0.0445125 0.00210973
0.0346122 -0.050326 0.00119438
0.0368472 -0.0487531 0.00740438
0.0353092 -0.0506854 0.000704404
0.0285688 -0.0534924 0.00138144
0.0273317 -0.0538112 -0.00138811
0.0269799 -0.0539624 -0.00155392
0.0205791 -0.0572098 -0.00339942
